5.374800e+25	8705063.134766
5.369425e+25	8698343.912393
5.364050e+25	8691712.735994
5.358676e+25	8685166.823988
5.353301e+25	8678705.790911
5.347926e+25	8672314.811463
5.342551e+25	8665983.105086
5.337176e+25	8659710.184095
5.331802e+25	8653494.703065
5.326427e+25	8647330.963953
5.321052e+25	8641215.049037
5.315677e+25	8635142.452392
5.310302e+25	8629108.127678
5.304928e+25	8623110.732754
5.299553e+25	8617150.470450
5.294178e+25	8611228.813869
5.288803e+25	8605346.658037
5.283428e+25	8599502.202709
5.278054e+25	8593691.854778
5.272679e+25	8587909.420788
5.267304e+25	8582151.300785
5.261929e+25	8576415.802196
5.256554e+25	8570702.275271
5.251180e+25	8565010.925250
5.245805e+25	8559342.708846
5.240430e+25	8553698.453529
5.235055e+25	8548078.310420
5.229680e+25	8542482.116555
5.224306e+25	8536909.557759
5.218931e+25	8531360.112380
5.213556e+25	8525833.103519
5.208181e+25	8520327.700050
5.202806e+25	8514841.849486
5.197432e+25	8509373.711989
5.192057e+25	8503922.784601
5.186682e+25	8498488.882905
5.181307e+25	8493072.085502
5.175932e+25	8487672.706031
5.170558e+25	8482291.165432
5.165183e+25	8476928.040625
5.159808e+25	8471584.184757
5.154433e+25	8466261.818871
5.149058e+25	8460961.846780
5.143684e+25	8455684.210279
5.138309e+25	8450428.364973
5.132934e+25	8445193.318627
5.127559e+25	8439977.696693
5.122184e+25	8434779.776676
5.116810e+25	8429597.011392
5.111435e+25	8424425.864195
5.106060e+25	8419264.247169
5.100685e+25	8414110.670094
5.095310e+25	8408964.030258
5.089936e+25	8403823.532106
5.084561e+25	8398688.618978
5.079186e+25	8393558.950401
5.073811e+25	8388434.384626
5.068436e+25	8383314.943078
5.063062e+25	8378200.887108
5.057687e+25	8373092.588589
5.052312e+25	8367990.634946
5.046937e+25	8362895.880535
5.041562e+25	8357809.668739
5.036188e+25	8352732.506657
5.030813e+25	8347664.646573
5.025438e+25	8342606.248648
5.020063e+25	8337557.520594
5.014688e+25	8332518.526532
5.009314e+25	8327489.290953
5.003939e+25	8322469.854399
4.998564e+25	8317460.167583
4.993189e+25	8312460.142960
4.987814e+25	8307469.720069
4.982440e+25	8302488.762755
4.977065e+25	8297517.108438
4.971690e+25	8292554.511334
4.966315e+25	8287600.640351
4.960940e+25	8282655.112576
4.955566e+25	8277717.751901
4.950191e+25	8272788.399450
4.944816e+25	8267866.986868
4.939441e+25	8262953.391246
4.934066e+25	8258047.520562
4.928692e+25	8253149.265141
4.923317e+25	8248258.515237
4.917942e+25	8243375.187288
4.912567e+25	8238499.168850
4.907192e+25	8233630.381081
4.901818e+25	8228768.702544
4.896443e+25	8223914.073892
4.891068e+25	8219066.372230
4.885693e+25	8214225.509429
4.880318e+25	8209391.374184
4.874944e+25	8204563.909257
4.869569e+25	8199743.008339
4.864194e+25	8194928.610881
4.858819e+25	8190120.607604
4.853444e+25	8185318.925707
4.848070e+25	8180523.452518
4.842695e+25	8175734.101419
4.837320e+25	8170950.761604
4.831945e+25	8166173.345065
4.826570e+25	8161401.746474
4.821196e+25	8156635.866102
4.815821e+25	8151875.601354
4.810446e+25	8147120.845269
4.805071e+25	8142371.493193
4.799696e+25	8137627.437987
4.794322e+25	8132888.566947
4.788947e+25	8128154.780371
4.783572e+25	8123425.957727
4.778197e+25	8118702.003738
4.772822e+25	8113982.852710
4.767448e+25	8109268.433169
4.762073e+25	8104558.659026
4.756698e+25	8099853.448161
4.751323e+25	8095152.714737
4.745948e+25	8090456.349325
4.740574e+25	8085764.260003
4.735199e+25	8081076.349568
4.729824e+25	8076392.502820
4.724449e+25	8071712.638375
4.719074e+25	8067036.630172
4.713700e+25	8062364.380440
4.708325e+25	8057695.796299
4.702950e+25	8053030.723636
4.697575e+25	8048369.086969
4.692200e+25	8043710.755998
4.686826e+25	8039055.597447
4.681451e+25	8034403.536967
4.676076e+25	8029754.367316
4.670701e+25	8025107.969843
4.665326e+25	8020464.242092
4.659952e+25	8015822.757589
4.654577e+25	8011183.425165
4.649202e+25	8006546.133664
4.643827e+25	8001910.671847
4.638452e+25	7997276.977398
4.633078e+25	7992644.955701
4.627703e+25	7988014.482471
4.622328e+25	7983385.506149
4.616953e+25	7978757.960469
4.611578e+25	7974131.773762
4.606204e+25	7969506.899387
4.600829e+25	7964883.303540
4.595454e+25	7960260.955962
4.590079e+25	7955639.812654
4.584704e+25	7951019.866498
4.579330e+25	7946401.127033
4.573955e+25	7941783.552893
